,Cities,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Lat,Lng,Hotel Name
373,new norfolk,-66.2040420676517,127.6282028722299,63.0,69.0,90.0,1.01,AU,1601428268.0,-42.7828332,147.0593848,Hotel Grand Chancellor Hobart
374,vaini,-36.98724737289635,-176.46881686522036,80.6,83.0,90.0,14.99,TO,1601428244.0,-21.1935,-175.1751534,Fafa Island Resort
375,barentsburg,82.80355295389906,10.450206227348758,,,,,,,78.0648475,14.2334597,"Radisson Blu Polar Hotel, Spitsbergen"
376,ilulissat,70.70958896380877,-49.84011671879165,28.4,68.0,71.0,8.05,GL,1601428329.0,69.2198118,-51.0986031,Hotel Arctic
377,bluff,-83.71583952284034,163.00881476972518,48.42,81.0,84.0,17.49,NZ,1601428003.0,-46.5972245,168.3301997,Luna Sea Lodge
378,lodwar,2.8184737416404886,36.18378137080285,82.85,49.0,100.0,16.02,KE,1601428329.0,3.1155165,35.6040785,The Cradle Tented Camp
379,zakharovo,54.50319676148652,39.067359101956846,50.0,40.0,100.0,11.56,RU,1601428330.0,56.0031944,40.5628712,Usad'ba Meshchorskaya
380,illoqqortoormiut,76.972881429535,-25.663703151195477,,,,,,,70.48556909999999,-21.9628757,فندق إيتوكوتورميت
381,taolanaro,-42.18242665273672,50.46205040139842,,,,,,,-25.0225309,46.9853688,Manafiafy Beach & Rainforest Lodge
382,yellowknife,87.39144883184305,-112.3241978081802,42.8,87.0,75.0,12.75,CA,1601428247.0,62.4539717,-114.3717887,The Explorer Hotel
383,yellowknife,81.84219091435943,-112.32579432143284,42.8,87.0,75.0,12.75,CA,1601428247.0,62.4539717,-114.3717887,The Explorer Hotel
384,rikitea,-33.87687499024189,-135.87925700720933,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
385,hobart,-48.055787607559424,149.21231820859236,63.0,62.0,75.0,11.41,AU,1601428065.0,-42.8821377,147.3271949,Hotel Grand Chancellor Hobart
386,noumea,-24.080333382280784,165.7049200784729,75.2,53.0,75.0,19.46,NC,1601428331.0,-22.2734912,166.4480887,Escapade Îlot Maître
387,albany,-60.69981864419131,123.32806901370087,61.0,84.0,100.0,3.44,US,1601428241.0,42.6525793,-73.7562317,Wheatleigh
388,vaini,-32.027428916518986,-176.5297187550929,80.6,83.0,90.0,14.99,TO,1601428244.0,-21.1935,-175.1751534,Fafa Island Resort
389,nikolskoye,43.927785081296996,179.70214319115672,52.0,93.0,75.0,2.24,RU,1601428294.0,55.1981604,166.0015368,
390,finschhafen,-5.900399006519521,148.13317825189654,82.17,72.0,94.0,10.4,PG,1601428332.0,-6.598434,147.853302,Cossam Guest House
391,noumea,-27.602212271097695,164.1685634494199,75.2,53.0,75.0,19.46,NC,1601428331.0,-22.2734912,166.4480887,Escapade Îlot Maître
392,ngunguru,-30.82447392498096,178.8171015904796,57.96,55.0,100.0,6.93,NZ,1601428332.0,-35.6281397,174.5065202,Changing Tides BnB
393,jamestown,-22.28707171701048,-6.0959807093344125,55.99,81.0,90.0,6.93,US,1601428250.0,37.2116383,-76.7752102,Williamsburg Inn
394,vaitupu,-6.59533552254821,-175.6136845949954,,,,,,,-7.476732699999999,178.6747675,
395,bluff,-84.90101585217245,160.8707155774648,48.42,81.0,84.0,17.49,NZ,1601428003.0,-46.5972245,168.3301997,Luna Sea Lodge
396,cayenne,11.015885780219946,-44.88828449327645,77.0,100.0,75.0,7.49,GF,1601428334.0,4.92242,-52.3134531,Amazone Lodges Oyack
397,yellowknife,86.14438057439104,-104.25274126621632,42.8,87.0,75.0,12.75,CA,1601428247.0,62.4539717,-114.3717887,The Explorer Hotel
398,am timan,11.367835966353114,21.030803066631908,73.17,94.0,100.0,4.23,TD,1601428335.0,11.0445821,20.2862003,
399,quatre cocos,-14.053933749834757,69.74694580974989,70.0,94.0,40.0,6.93,MU,1601428335.0,-20.201639,57.7743197,Shangri-La's Le Touessrok Resort & Spa
400,kapaa,32.19335153868897,-166.2047463487059,84.99,66.0,1.0,10.29,US,1601428254.0,22.0881391,-159.3379818,The Villas at Poipu Kai
401,dovolnoye,54.56235462348204,79.4196129335291,31.73,96.0,41.0,2.55,RU,1601428335.0,54.4933072,79.6833171,Sberbank Rossii
402,jacareacanga,-7.000154185376402,-59.46360866212433,80.31,59.0,39.0,0.54,BR,1601428261.0,-6.2238568,-57.76075840000001,HOTEL VIANA
403,ayan,58.34043530368871,139.67235013286484,49.35,63.0,100.0,9.69,RU,1601428323.0,32.7077219,-97.12239199999999,Wyndham Garden Dallas North
404,kapaa,24.49526772174218,-160.66219683316862,84.99,66.0,1.0,10.29,US,1601428254.0,22.0881391,-159.3379818,The Villas at Poipu Kai
405,atuona,-12.516893534147995,-142.05503353191554,78.4,75.0,0.0,17.94,PF,1601428280.0,-9.8028605,-139.0398069,Hôtel Hiva Oa Hanakee Lodge
406,bluff,-86.2004211585433,152.20105945201647,48.42,81.0,84.0,17.49,NZ,1601428003.0,-46.5972245,168.3301997,Luna Sea Lodge
407,kapaa,30.258606206349587,-172.26571722140616,84.99,66.0,1.0,10.29,US,1601428254.0,22.0881391,-159.3379818,The Villas at Poipu Kai
408,cabedelo,-5.6207882124257935,-24.552942199404868,73.4,88.0,7.0,4.7,BR,1601428338.0,-7.0402624,-34.8430098,Guest Hotel Manaíra
409,katsuura,27.20596730891589,144.40796904149903,73.99,50.0,1.0,5.01,JP,1601428299.0,35.1522272,140.3208833,Hotel GALAXY
410,qaanaaq,75.41451179409052,-79.42873562839677,14.27,78.0,0.0,6.11,GL,1601428316.0,77.4670434,-69.2284827,Qaanaaq Hotel
411,mbarara,-0.7213904685296626,30.63150568698964,61.95,90.0,0.0,3.11,UG,1601428339.0,-0.6071596,30.6545022,Jameson Resort Hotel Ltd
412,batagay-alyta,67.20088598820456,130.75855405968133,33.22,77.0,100.0,11.83,RU,1601428271.0,67.79280899999999,130.4017789,Batagay-Alyta
413,ponta do sol,17.137748436253034,-27.771598062844475,69.8,68.0,75.0,6.93,PT,1601428253.0,32.6854883,-17.0864266,Hotel Calamar
414,bandarbeyla,5.9264458793333725,59.412727165185224,77.31,80.0,22.0,18.48,SO,1601428340.0,9.498579999999999,50.8105261,Super secret pirate cove
415,hermanus,-88.73323238859356,7.041060345003957,45.0,93.0,29.0,3.67,ZA,1601428256.0,-34.4092004,19.2504436,THE THATCH HOUSE
416,albany,-83.6168150141062,100.74004635353624,61.0,84.0,100.0,3.44,US,1601428241.0,42.6525793,-73.7562317,Wheatleigh
417,half moon bay,36.22367133512277,-123.9855329746105,77.0,64.0,5.0,9.17,US,1601428340.0,37.4635519,-122.4285862,FOUND Hotel San Francisco
418,bambous virieux,-22.21400455942566,62.097102987815845,70.0,94.0,40.0,6.93,MU,1601428269.0,-20.3438619,57.7636821,Shangri-La's Le Touessrok Resort & Spa
419,college,65.31451430575541,-150.0387741118792,55.4,50.0,40.0,5.82,US,1601428341.0,43.7044406,-72.2886935,Castle Hill Resort and Spa
420,bolungarvik,69.82339064647152,-30.411074726212288,,,,,,,66.1517719,-23.261709,Einarshusid
421,castro,-47.293635241777636,-86.31356177508812,64.38,93.0,1.0,4.29,BR,1601428291.0,,,
422,talnakh,82.89539981417835,91.04208554954472,32.0,97.0,0.0,8.95,RU,1601428342.0,69.5,88.39999999999999,Talnakh Hotel
423,vaitupu,-3.973811401141688,-176.91856940343268,,,,,,,-7.476732699999999,178.6747675,
424,sentyabrskiy,42.024076055751436,152.2407665980837,,,,,,,,,
425,vaini,-70.19640691026189,-173.6746288910299,80.6,83.0,90.0,14.99,TO,1601428244.0,-21.1935,-175.1751534,Fafa Island Resort
426,rikitea,-54.86902418456121,-119.66514749863713,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
427,honningsvag,81.82829856109255,26.405652587847207,51.26,83.0,9.0,9.31,NO,1601428268.0,70.9822909,25.9702075,Arctic Hotel Nordkapp
428,tumannyy,77.43807021295376,36.454036234923024,,,,,,,,,
429,deputatskiy,69.63705779938223,141.8263363486384,37.89,77.0,100.0,7.52,RU,1601428344.0,69.30260299999999,139.9583829,
430,tuatapere,-45.84800794154337,160.90437907139474,47.19,80.0,100.0,9.35,NZ,1601428269.0,-46.1316001,167.6896954,Luna Sea Lodge
431,mykolayivka,47.579778504236,30.518262067547823,56.5,90.0,100.0,6.38,UA,1601428345.0,48.8530442,37.77115440000001,Club Hotel OSKOL
432,khatanga,74.71401838455212,105.69243316704815,30.97,99.0,100.0,13.29,RU,1601428300.0,71.964027,102.4406129,"Gostinitsa ""Zapolyar'ye"""
433,mahebourg,-40.210107995396754,71.75031325377802,69.8,94.0,40.0,6.93,MU,1601428345.0,-20.4059505,57.7034222,Seastar Hotel
434,lebu,-37.419681210604,-96.47490377846412,48.61,87.0,92.0,13.87,CL,1601428264.0,-37.6080479,-73.6514907,Hotel Arauco
435,berlevag,88.05912807440727,34.249748684849074,50.45,80.0,28.0,10.45,NO,1601428245.0,70.7198284,29.0300862,Mehamn Arctic Hotel AS
436,harstad,68.89202062660095,16.422010289015507,46.0,100.0,90.0,9.17,NO,1601428346.0,68.7986342,16.5414503,Senja Fjordhotell
437,rikitea,-72.51866831306545,-128.19256181053115,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
438,harrai,22.701427382222434,79.07506578797467,69.24,85.0,53.0,3.22,IN,1601428346.0,22.6241545,79.2212697,Hotel The Grand Shukrana
439,addi ugri,14.87944714178731,39.26896191244325,,,,,,,14.8841369,38.812898,Asmara Palace Hotel
440,victoria,-10.59245472590483,56.16464253958191,84.99,84.0,34.0,12.03,HK,1601428170.0,22.2799907,114.1587983,K11 ARTUS
441,ushuaia,-73.58294761063028,-30.874181536144423,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Australis Kauyeken
442,jamestown,-42.69047282928588,-17.32122414733618,55.99,81.0,90.0,6.93,US,1601428250.0,37.2116383,-76.7752102,Williamsburg Inn
443,akdepe,41.66995743739042,59.25950860640435,42.8,56.0,65.0,9.17,TM,1601428348.0,42.0531638,59.38455200000001,"Hotel ""ARAL"""
444,angoche,-17.508902034882965,41.09636647221606,72.34,93.0,1.0,6.55,MZ,1601428348.0,-16.2162656,39.914466,Guest House HESADA
445,miri,3.840874319464049,114.3806313187104,84.2,79.0,40.0,5.82,MY,1601428206.0,4.399493,113.9913832,Miri Marriott Resort & Spa
446,illoqqortoormiut,75.71658468127825,-23.199481155889718,,,,,,,70.48556909999999,-21.9628757,فندق إيتوكوتورميت
447,belaya gora,67.94497220848497,144.91288556680325,47.19,73.0,98.0,9.71,RU,1601428349.0,68.549671,146.232876,
448,san patricio,6.7043775959797225,-116.16861590005465,86.0,74.0,75.0,5.82,MX,1601428349.0,19.2251985,-104.703973,"Costa Careyes, Jalisco"
449,hithadhoo,-0.23474127627439145,72.36786888910409,83.08,73.0,100.0,8.79,MV,1601428325.0,-0.6060574,73.0892245,WAVE SOUND by 3S Maldives
450,moron,47.20377416986048,99.53425711735048,68.0,58.0,0.0,3.0,AR,1601428349.0,-34.6558611,-58.6167212,Four Seasons Hotel Buenos Aires
451,lanzhou,35.688996901667764,104.34875318170134,57.0,81.0,100.0,2.55,CN,1601428245.0,36.061089,103.834303,Crowne Plaza Lanzhou
452,chokurdakh,74.1112568627868,145.30328622564855,43.34,75.0,100.0,7.43,RU,1601428274.0,70.622169,147.916168,Sberbank Rossii
453,port alfred,-35.16143678751599,27.194866628166608,54.43,77.0,39.0,7.47,ZA,1601428244.0,-33.5864065,26.8851448,Oceana Beach Wildlife Reserve
454,rungata,-2.9584844913978396,177.61465857238477,,,,,,,-1.3493599,176.445007,Nikunau Island
455,sao filipe,9.247781619337161,-34.339396161899714,79.63,74.0,14.0,9.46,CV,1601428325.0,14.8951679,-24.4945636,Hotel Ocean View & Restaurante Seafood
456,vaitupu,-5.078095866736106,-179.74432848433025,,,,,,,-7.476732699999999,178.6747675,
457,ushuaia,-52.52009973231036,-59.399753630853404,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Australis Kauyeken
458,diego de almagro,-25.677505605028262,-68.29682301668946,52.63,45.0,0.0,0.94,CL,1601428352.0,,,
459,edd,14.634522835776865,40.65236407943138,86.22,66.0,0.0,3.18,ER,1601428352.0,42.003137,-80.312462,Hampton Inn & Suites Erie Bayfront
460,atuona,-6.924342238409111,-147.11410270020946,78.4,75.0,0.0,17.94,PF,1601428280.0,-9.8028605,-139.0398069,Hôtel Hiva Oa Hanakee Lodge
461,tuktoyaktuk,73.72574676499602,-130.82772526380637,37.4,93.0,90.0,2.24,CA,1601428281.0,69.445358,-133.034181,Hunter's B&B
462,hilo,4.65743663868318,-160.48247118516753,84.2,70.0,1.0,11.41,US,1601428266.0,19.7241106,-155.0868193,Oceanfront Legacy Vacation Rental
463,hilo,5.71107094604082,-146.79857020116575,84.2,70.0,1.0,11.41,US,1601428266.0,19.7241106,-155.0868193,Oceanfront Legacy Vacation Rental
464,chuy,-50.041003624739105,-35.299238523084,52.12,85.0,3.0,7.47,UY,1601428288.0,-33.692754,-53.4552817,Koru Bungalows
465,hermanus,-64.87589811293401,3.2353721252588064,45.0,93.0,29.0,3.67,ZA,1601428256.0,-34.4092004,19.2504436,THE THATCH HOUSE
466,quatre cocos,-14.686792186097064,68.54490961152456,70.0,94.0,40.0,6.93,MU,1601428335.0,-20.201639,57.7743197,Shangri-La's Le Touessrok Resort & Spa
467,new norfolk,-75.96693049590242,131.9337298648103,63.0,69.0,90.0,1.01,AU,1601428268.0,-42.7828332,147.0593848,Hotel Grand Chancellor Hobart
468,paoua,7.498005580823643,17.12447134428868,68.31,97.0,100.0,2.86,CF,1601428354.0,7.246608600000001,16.4346979,
469,rikitea,-66.16395548954648,-129.0777274821873,69.89,78.0,70.0,21.85,PF,1601428248.0,-23.1223034,-134.9691543,Pension Maro'i
470,ushuaia,-88.4595301626527,-83.81056364164951,33.8,80.0,40.0,13.87,AR,1601428002.0,-54.8019121,-68.3029511,Australis Kauyeken
471,saldanha,-43.06736748239504,-7.000746200333224,48.2,81.0,39.0,4.7,ZA,1601428253.0,-33.0276981,17.9176312,Strandloper Ocean Boutique Hotel
472,san cristobal,-9.120449439840584,-91.03692652694671,66.09,89.0,99.0,4.38,VE,1601428354.0,7.771357200000001,-72.22614659999999,Hotel Casino Internacional
473,qaqortoq,64.56470882414484,-45.72272471405407,30.2,50.0,0.0,4.7,GL,1601428355.0,60.71898640000001,-46.03534579999999,Igaliku Country Hotel
474,hobart,-76.77802389524666,147.2385828497971,63.0,62.0,75.0,11.41,AU,1601428065.0,-42.8821377,147.3271949,Hotel Grand Chancellor Hobart
475,ugoofaaru,6.1762977686970535,70.64616916067645,81.81,73.0,100.0,9.33,MV,1601428248.0,5.6675876,73.03019680000001,JW Marriott Maldives Resort & Spa
476,mataura,-70.80231630810955,-159.87515877902302,42.91,95.0,100.0,7.2,NZ,1601428249.0,-46.193922,168.8655083,Land's End Boutique Hotel
477,hilo,7.477780859575276,-154.54990503435926,84.2,70.0,1.0,11.41,US,1601428266.0,19.7241106,-155.0868193,Oceanfront Legacy Vacation Rental
478,victoria,-6.257783975292185,63.265002565982904,84.99,84.0,34.0,12.03,HK,1601428170.0,22.2799907,114.1587983,K11 ARTUS
479,glenluce,54.82878545689431,-4.908967128795781,54.0,90.0,100.0,7.0,GB,1601428356.0,54.879954,-4.8087989,Corsewall Lighthouse Hotel
480,beringovskiy,48.029299557218884,179.67950825994592,43.83,67.0,60.0,2.35,RU,1601428356.0,63.0611249,179.3485395,Beringgorski
481,atambua,-11.334780013471017,126.95329343588725,85.15,43.0,100.0,2.55,ID,1601428329.0,-9.101628999999999,124.9120662,Ramascora Resort
482,santa lucia,-16.285030247094255,-70.57982384405544,73.0,73.0,20.0,9.17,ES,1601428356.0,,,
483,tuktoyaktuk,82.96741043418092,-138.02344334716028,37.4,93.0,90.0,2.24,CA,1601428281.0,69.445358,-133.034181,Hunter's B&B
484,gogrial,9.626613765058307,28.610092875366348,74.26,83.0,100.0,3.65,SS,1601428357.0,8.5323992,28.0991001,Kajok Market
485,payson,39.86719449581813,-111.90529799884092,71.6,24.0,1.0,3.65,US,1601428357.0,34.2308684,-111.3251355,Cliff Castle Casino Hotel
486,new norfolk,-46.68139826176832,141.5932219533539,63.0,69.0,90.0,1.01,AU,1601428268.0,-42.7828332,147.0593848,Hotel Grand Chancellor Hobart
487,sioux lookout,54.00395857096029,-91.09919136990374,50.0,87.0,75.0,2.24,CA,1601428358.0,50.0978321,-91.922038,Huber's Lone Pine Lodge
488,boguchany,59.93741709273266,97.514708282605,29.19,94.0,0.0,2.89,RU,1601428358.0,58.3776603,97.4548173,Uyut
489,atuona,-1.6477204326065475,-124.83165546316928,78.4,75.0,0.0,17.94,PF,1601428280.0,-9.8028605,-139.0398069,Hôtel Hiva Oa Hanakee Lodge
490,san cristobal,-1.1957367450971503,-86.89275930401197,66.09,89.0,99.0,4.38,VE,1601428354.0,7.771357200000001,-72.22614659999999,Hotel Casino Internacional
491,vaitupu,3.59275960917114,-178.4313764215779,,,,,,,-7.476732699999999,178.6747675,
492,bethel,54.66862367771452,-162.22535977083015,70.0,94.0,90.0,4.7,US,1601428359.0,41.3712283,-73.41396209999999,Bedford Post Inn
493,taolanaro,-88.35721619677071,65.24406200459424,,,,,,,-25.0225309,46.9853688,Manafiafy Beach & Rainforest Lodge
494,touros,-0.9328922273244727,-30.995465396227807,73.4,88.0,20.0,3.36,BR,1601428359.0,-5.1961669,-35.4635381,Pousada Boutique Villa Boa Vista
495,poum,-17.308929903554684,159.3654770582043,71.53,66.0,4.0,11.56,NC,1601428359.0,-20.2349574,164.0329499,Karem Bay
496,loiza,21.69177871616371,-65.22659361540781,80.6,74.0,40.0,13.87,PR,1601428359.0,18.4298388,-65.87745,"Dorado Beach, a Ritz-Carlton Reserve"
497,coihaique,-49.91808213336769,-79.42922526580115,39.2,51.0,20.0,5.82,CL,1601428270.0,-45.5712254,-72.068265,Patagonia Domos
498,albany,-63.74957382960071,104.42027802509364,61.0,84.0,100.0,3.44,US,1601428241.0,42.6525793,-73.7562317,Wheatleigh
499,avarua,-67.39100677552742,-164.1397834588202,78.8,78.0,38.0,25.28,CK,1601428260.0,-21.2065593,-159.7758407,Little Polynesian Resort
