,Cities,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
324,barrow,87.07452217629859,-160.54696726632255,33.8,80,90,11.41,US,1601428249
325,taboga,8.707677297892815,-79.22426492931152,51.01,91,4,6.15,IT,1601428317
326,bonthe,4.006535320221417,-16.615185812245016,77.38,90,94,4.97,SL,1601428318
327,avarua,-59.027812622096164,-167.44148942365203,78.8,78,38,25.28,CK,1601428260
328,ushuaia,-67.92614283143821,-58.3363817676355,33.8,80,40,13.87,AR,1601428002
329,tasiilaq,84.26792576739493,-39.049028717932856,32,92,100,4.7,GL,1601428251
330,illoqqortoormiut,87.46686605045431,-15.841913753586482,,,,,,
331,khatanga,74.23743961075107,101.32373220737037,30.97,99,100,13.29,RU,1601428300
332,nanortalik,52.781757071779595,-35.07058828049932,35.31,77,0,19.46,GL,1601428319
333,raudeberg,66.827079906243,2.8565183636262645,50,96,100,2.44,NO,1601428319
334,kruisfontein,-39.29863075259585,24.573850229410255,45.82,85,0,5.41,ZA,1601428263
335,saint george,29.08328664229026,-49.4614424932532,89.01,7,1,6.93,US,1601428310
336,ushuaia,-77.63875450064545,-32.326162722405,33.8,80,40,13.87,AR,1601428002
337,ushuaia,-72.29684591813964,-66.43217762821517,33.8,80,40,13.87,AR,1601428002
338,hilo,13.404176221198014,-139.1319441710669,84.2,70,1,11.41,US,1601428266
339,ushuaia,-85.39693795915099,-65.4566155415604,33.8,80,40,13.87,AR,1601428002
340,chapais,50.356669916108785,-74.53137925944343,53.6,76,90,6.93,CA,1601428321
341,illoqqortoormiut,87.837471833758,-28.822080936437004,,,,,,
342,bredasdorp,-85.31672479391557,14.567600479817742,44.6,87,10,2.24,ZA,1601428321
343,hilo,5.006503071156516,-152.37937441522337,84.2,70,1,11.41,US,1601428266
344,pandan,15.085414422868723,124.66162324089561,86.38,63,100,2.93,PH,1601428322
345,butaritari,23.345187972844514,174.25753130387136,82.18,75,4,14.34,KI,1601428267
346,sarkand,46.13935239609327,80.13588761961717,38.05,63,0,2.93,KZ,1601428322
347,danshui,22.561894622302077,114.61662437273247,86,81,11,1.01,CN,1601428322
348,kaeo,-32.17041390795819,174.20790770177183,59.41,50,97,6.76,NZ,1601428323
349,ayan,54.447783280055404,137.8663192872366,49.35,63,100,9.69,RU,1601428323
350,qaanaaq,86.2108850290362,-93.4214034834988,14.27,78,0,6.11,GL,1601428316
351,busselton,-72.80760954357135,81.3014799343822,64,80,99,10.42,AU,1601428240
352,attawapiskat,59.226276731290966,-88.64458117895987,,,,,,
353,mizdah,31.25274718673633,13.338603004789832,66.27,83,7,6.85,LY,1601428324
354,port alfred,-85.04757200731534,53.576923333128036,54.43,77,39,7.47,ZA,1601428244
355,ushuaia,-75.91354066613343,-54.432071279488355,33.8,80,40,13.87,AR,1601428002
356,barentsburg,77.78623198026008,13.17616478051346,,,,,,
357,chokurdakh,83.36014566326418,148.11236897563708,43.34,75,100,7.43,RU,1601428274
358,hithadhoo,-7.304102215961137,71.7331834296663,83.08,73,100,8.79,MV,1601428325
359,sao filipe,15.470465518545836,-24.39953705922042,79.63,74,14,9.46,CV,1601428325
360,kapaa,35.16085676850561,-153.5430190220576,84.99,66,1,10.29,US,1601428254
361,ushuaia,-56.870032649651165,-52.226133441910775,33.8,80,40,13.87,AR,1601428002
362,taltal,-25.383790510648424,-77.5867500382575,58.14,72,0,6.53,CL,1601428326
363,urcos,-13.980901025493154,-71.55816370888522,50.67,65,66,5.77,PE,1601428326
364,kruisfontein,-38.954766933575684,25.017929107881486,45.82,85,0,5.41,ZA,1601428263
365,jumla,33.23490222151487,83.81737606578116,54.55,54,0,4.18,NP,1601428322
366,brae,63.00029119800158,-1.8737823558903415,51.8,81,0,16.11,GB,1601428327
367,vanimo,0.24225339880766228,140.8598730727167,85.62,66,15,5.41,PG,1601428260
368,the valley,25.146522832290785,-62.04234140250696,84.2,79,20,9.17,AI,1601428327
369,gambo,48.96751543880734,-54.25520001929944,68.11,97,100,0.92,CF,1601428328
370,tromso,72.89692527417543,18.970514194436817,48.2,87,76,3.36,NO,1601428328
371,new norfolk,-86.19007549526138,125.798720908203,63,69,90,1.01,AU,1601428268
372,pisco,-22.698935381387386,-87.08369580736532,62.6,82,19,17.22,PE,1601428298
373,new norfolk,-66.2040420676517,127.6282028722299,63,69,90,1.01,AU,1601428268
374,vaini,-36.98724737289635,-176.46881686522036,80.6,83,90,14.99,TO,1601428244
375,barentsburg,82.80355295389907,10.450206227348758,,,,,,
376,ilulissat,70.70958896380876,-49.84011671879165,28.4,68,71,8.05,GL,1601428329
377,bluff,-83.71583952284034,163.00881476972518,48.42,81,84,17.49,NZ,1601428003
378,lodwar,2.8184737416404886,36.18378137080285,82.85,49,100,16.02,KE,1601428329
379,zakharovo,54.50319676148652,39.06735910195684,50,40,100,11.56,RU,1601428330
380,illoqqortoormiut,76.972881429535,-25.663703151195477,,,,,,
381,taolanaro,-42.18242665273672,50.462050401398415,,,,,,
382,yellowknife,87.39144883184304,-112.3241978081802,42.8,87,75,12.75,CA,1601428247
383,yellowknife,81.84219091435943,-112.32579432143284,42.8,87,75,12.75,CA,1601428247
384,rikitea,-33.87687499024189,-135.87925700720933,69.89,78,70,21.85,PF,1601428248
385,hobart,-48.055787607559424,149.21231820859236,63,62,75,11.41,AU,1601428065
386,noumea,-24.080333382280784,165.70492007847287,75.2,53,75,19.46,NC,1601428331
387,albany,-60.69981864419131,123.32806901370088,61,84,100,3.44,US,1601428241
388,vaini,-32.027428916518986,-176.5297187550929,80.6,83,90,14.99,TO,1601428244
389,nikolskoye,43.927785081297,179.70214319115672,52,93,75,2.24,RU,1601428294
390,finschhafen,-5.900399006519521,148.13317825189654,82.17,72,94,10.4,PG,1601428332
391,noumea,-27.60221227109769,164.16856344941993,75.2,53,75,19.46,NC,1601428331
392,ngunguru,-30.824473924980957,178.81710159047964,57.96,55,100,6.93,NZ,1601428332
393,jamestown,-22.287071717010477,-6.0959807093344125,55.99,81,90,6.93,US,1601428250
394,vaitupu,-6.595335522548211,-175.61368459499536,,,,,,
395,bluff,-84.90101585217245,160.8707155774648,48.42,81,84,17.49,NZ,1601428003
396,cayenne,11.015885780219946,-44.888284493276444,77,100,75,7.49,GF,1601428334
397,yellowknife,86.14438057439105,-104.25274126621633,42.8,87,75,12.75,CA,1601428247
398,am timan,11.367835966353113,21.030803066631904,73.17,94,100,4.23,TD,1601428335
399,quatre cocos,-14.053933749834755,69.74694580974989,70,94,40,6.93,MU,1601428335
400,kapaa,32.19335153868897,-166.2047463487059,84.99,66,1,10.29,US,1601428254
401,dovolnoye,54.56235462348204,79.4196129335291,31.73,96,41,2.55,RU,1601428335
402,jacareacanga,-7.000154185376402,-59.46360866212433,80.31,59,39,0.54,BR,1601428261
403,ayan,58.34043530368871,139.67235013286484,49.35,63,100,9.69,RU,1601428323
404,kapaa,24.49526772174218,-160.66219683316862,84.99,66,1,10.29,US,1601428254
405,atuona,-12.516893534147997,-142.05503353191554,78.4,75,0,17.94,PF,1601428280
406,bluff,-86.20042115854329,152.20105945201647,48.42,81,84,17.49,NZ,1601428003
407,kapaa,30.258606206349583,-172.2657172214062,84.99,66,1,10.29,US,1601428254
408,cabedelo,-5.6207882124257935,-24.552942199404868,73.4,88,7,4.7,BR,1601428338
409,katsuura,27.205967308915888,144.40796904149903,73.99,50,1,5.01,JP,1601428299
410,qaanaaq,75.41451179409052,-79.42873562839677,14.27,78,0,6.11,GL,1601428316
411,mbarara,-0.7213904685296626,30.63150568698964,61.95,90,0,3.11,UG,1601428339
412,batagay-alyta,67.20088598820456,130.75855405968133,33.22,77,100,11.83,RU,1601428271
413,ponta do sol,17.137748436253034,-27.771598062844475,69.8,68,75,6.93,PT,1601428253
414,bandarbeyla,5.926445879333372,59.41272716518523,77.31,80,22,18.48,SO,1601428340
415,hermanus,-88.73323238859356,7.041060345003956,45,93,29,3.67,ZA,1601428256
416,albany,-83.61681501410618,100.74004635353623,61,84,100,3.44,US,1601428241
417,half moon bay,36.22367133512277,-123.9855329746105,77,64,5,9.17,US,1601428340
418,bambous virieux,-22.21400455942566,62.097102987815845,70,94,40,6.93,MU,1601428269
419,college,65.31451430575541,-150.0387741118792,55.4,50,40,5.82,US,1601428341
420,bolungarvik,69.82339064647152,-30.41107472621229,,,,,,
421,castro,-47.293635241777636,-86.31356177508812,64.38,93,1,4.29,BR,1601428291
422,talnakh,82.89539981417835,91.04208554954471,32,97,0,8.95,RU,1601428342
423,vaitupu,-3.9738114011416883,-176.91856940343268,,,,,,
424,sentyabrskiy,42.024076055751436,152.24076659808367,,,,,,
425,vaini,-70.19640691026189,-173.6746288910299,80.6,83,90,14.99,TO,1601428244
426,rikitea,-54.86902418456122,-119.66514749863711,69.89,78,70,21.85,PF,1601428248
427,honningsvag,81.82829856109254,26.405652587847214,51.26,83,9,9.31,NO,1601428268
428,tumannyy,77.43807021295376,36.454036234923024,,,,,,
429,deputatskiy,69.63705779938223,141.8263363486384,37.89,77,100,7.52,RU,1601428344
430,tuatapere,-45.848007941543365,160.90437907139477,47.19,80,100,9.35,NZ,1601428269
431,mykolayivka,47.579778504236,30.518262067547823,56.5,90,100,6.38,UA,1601428345
432,khatanga,74.71401838455213,105.69243316704814,30.97,99,100,13.29,RU,1601428300
433,mahebourg,-40.21010799539676,71.75031325377802,69.8,94,40,6.93,MU,1601428345
434,lebu,-37.419681210604004,-96.47490377846411,48.61,87,92,13.87,CL,1601428264
435,berlevag,88.05912807440728,34.24974868484907,50.45,80,28,10.45,NO,1601428245
436,harstad,68.89202062660095,16.422010289015503,46,100,90,9.17,NO,1601428346
437,rikitea,-72.51866831306545,-128.19256181053115,69.89,78,70,21.85,PF,1601428248
438,harrai,22.701427382222434,79.07506578797467,69.24,85,53,3.22,IN,1601428346
439,addi ugri,14.87944714178731,39.268961912443245,,,,,,
440,victoria,-10.59245472590483,56.164642539581905,84.99,84,34,12.03,HK,1601428170
441,ushuaia,-73.58294761063028,-30.87418153614442,33.8,80,40,13.87,AR,1601428002
442,jamestown,-42.69047282928588,-17.32122414733618,55.99,81,90,6.93,US,1601428250
443,akdepe,41.66995743739042,59.25950860640435,42.8,56,65,9.17,TM,1601428348
444,angoche,-17.508902034882965,41.09636647221606,72.34,93,1,6.55,MZ,1601428348
445,miri,3.8408743194640493,114.38063131871041,84.2,79,40,5.82,MY,1601428206
446,illoqqortoormiut,75.71658468127825,-23.199481155889714,,,,,,
447,belaya gora,67.94497220848496,144.91288556680325,47.19,73,98,9.71,RU,1601428349
448,san patricio,6.704377595979722,-116.16861590005465,86,74,75,5.82,MX,1601428349
449,hithadhoo,-0.23474127627439145,72.3678688891041,83.08,73,100,8.79,MV,1601428325
450,moron,47.20377416986048,99.53425711735048,68,58,0,3,AR,1601428349
451,lanzhou,35.688996901667764,104.34875318170134,57,81,100,2.55,CN,1601428245
452,chokurdakh,74.1112568627868,145.30328622564855,43.34,75,100,7.43,RU,1601428274
453,port alfred,-35.16143678751599,27.194866628166608,54.43,77,39,7.47,ZA,1601428244
454,rungata,-2.95848449139784,177.61465857238477,,,,,,
455,sao filipe,9.247781619337161,-34.339396161899714,79.63,74,14,9.46,CV,1601428325
456,vaitupu,-5.078095866736106,-179.74432848433023,,,,,,
457,ushuaia,-52.520099732310356,-59.39975363085341,33.8,80,40,13.87,AR,1601428002
458,diego de almagro,-25.67750560502826,-68.29682301668946,52.63,45,0,0.94,CL,1601428352
459,edd,14.634522835776863,40.65236407943138,86.22,66,0,3.18,ER,1601428352
460,atuona,-6.9243422384091105,-147.11410270020946,78.4,75,0,17.94,PF,1601428280
461,tuktoyaktuk,73.72574676499602,-130.82772526380637,37.4,93,90,2.24,CA,1601428281
462,hilo,4.65743663868318,-160.48247118516753,84.2,70,1,11.41,US,1601428266
463,hilo,5.71107094604082,-146.79857020116577,84.2,70,1,11.41,US,1601428266
464,chuy,-50.0410036247391,-35.299238523084,52.12,85,3,7.47,UY,1601428288
465,hermanus,-64.87589811293401,3.235372125258806,45,93,29,3.67,ZA,1601428256
466,quatre cocos,-14.686792186097065,68.54490961152456,70,94,40,6.93,MU,1601428335
467,new norfolk,-75.96693049590242,131.9337298648103,63,69,90,1.01,AU,1601428268
468,paoua,7.498005580823644,17.12447134428868,68.31,97,100,2.86,CF,1601428354
469,rikitea,-66.16395548954648,-129.0777274821873,69.89,78,70,21.85,PF,1601428248
470,ushuaia,-88.45953016265271,-83.8105636416495,33.8,80,40,13.87,AR,1601428002
471,saldanha,-43.06736748239504,-7.000746200333225,48.2,81,39,4.7,ZA,1601428253
472,san cristobal,-9.120449439840584,-91.03692652694671,66.09,89,99,4.38,VE,1601428354
473,qaqortoq,64.56470882414484,-45.72272471405407,30.2,50,0,4.7,GL,1601428355
474,hobart,-76.77802389524665,147.23858284979707,63,62,75,11.41,AU,1601428065
475,ugoofaaru,6.176297768697054,70.64616916067646,81.81,73,100,9.33,MV,1601428248
476,mataura,-70.80231630810955,-159.87515877902305,42.91,95,100,7.2,NZ,1601428249
477,hilo,7.477780859575276,-154.54990503435923,84.2,70,1,11.41,US,1601428266
478,victoria,-6.257783975292185,63.26500256598291,84.99,84,34,12.03,HK,1601428170
479,glenluce,54.82878545689431,-4.90896712879578,54,90,100,7,GB,1601428356
480,beringovskiy,48.02929955721888,179.67950825994592,43.83,67,60,2.35,RU,1601428356
481,atambua,-11.334780013471018,126.95329343588725,85.15,43,100,2.55,ID,1601428329
482,santa lucia,-16.285030247094255,-70.57982384405544,73,73,20,9.17,ES,1601428356
483,tuktoyaktuk,82.96741043418092,-138.02344334716028,37.4,93,90,2.24,CA,1601428281
484,gogrial,9.626613765058309,28.610092875366348,74.26,83,100,3.65,SS,1601428357
485,payson,39.867194495818126,-111.90529799884091,71.6,24,1,3.65,US,1601428357
486,new norfolk,-46.68139826176832,141.59322195335392,63,69,90,1.01,AU,1601428268
487,sioux lookout,54.00395857096029,-91.09919136990374,50,87,75,2.24,CA,1601428358
488,boguchany,59.93741709273266,97.514708282605,29.19,94,0,2.89,RU,1601428358
489,atuona,-1.6477204326065475,-124.83165546316927,78.4,75,0,17.94,PF,1601428280
490,san cristobal,-1.1957367450971503,-86.89275930401197,66.09,89,99,4.38,VE,1601428354
491,vaitupu,3.5927596091711393,-178.4313764215779,,,,,,
492,bethel,54.66862367771452,-162.22535977083015,70,94,90,4.7,US,1601428359
493,taolanaro,-88.3572161967707,65.24406200459424,,,,,,
494,touros,-0.9328922273244729,-30.995465396227814,73.4,88,20,3.36,BR,1601428359
495,poum,-17.308929903554684,159.3654770582043,71.53,66,4,11.56,NC,1601428359
496,loiza,21.69177871616371,-65.2265936154078,80.6,74,40,13.87,PR,1601428359
497,coihaique,-49.91808213336769,-79.42922526580115,39.2,51,20,5.82,CL,1601428270
498,albany,-63.74957382960072,104.42027802509364,61,84,100,3.44,US,1601428241
499,avarua,-67.39100677552742,-164.13978345882018,78.8,78,38,25.28,CK,1601428260
